Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
G. Ortíz;Godoy Cruz;Atlético Tucumán;LCB, RCB;30;1200000;2024-12-31;6;508;0;0,05;0;0,03;15,77;66,29;Argentina;Argentina;direito;184;76;sim;14,88;9,57;68,52;4,43;64;0,35;0,48;0,89;7,97;10,71;2,13;2;0,35;0;0;0,35;0;0;0;0,01;0;0;1;0,18;0;0;0;0,18;100;0;0;0,18;100;0;0,71;25;0,89;20;0,53;0,53;0;19,31;0,18;0;35,08;84,34;18,43;76,92;2,13;83,33;12,76;94,44;26,04;93,88;8,86;56;25,5;39,9;0;0,18;0;0;0;0;0,18;7,09;70;1,77;50;1,06;33,33;0,71;0,18;9,57;79,63;0;;0;;0;0;0;0;;;1,06;;;0;0;0;0;0;0
J. Menéndez;Vélez Sarsfield;Independiente;RW, RWF, RAMF;28;2000000;2024-12-31;7;509;3;0,43;0;0,15;21,39;39,67;Argentina;Argentina;direito;164;63;sim;7,43;7,07;62,5;0,53;33,33;0;0;0;3,01;3,38;1,41;0;0;0;0;4,6;0,53;3;0,53;0,08;0;0;10;1,77;70;30;0;2,12;50;0;0;2,12;50;0,18;5,66;37,5;10,61;30;2,3;2,3;1,59;16,09;1,77;0,53;21,39;76,86;3,36;52,63;5,83;90,91;7,78;79,55;19,1;80,56;0,71;50;18,07;30,01;0,03;1,41;0,18;0,18;0,35;50;0,18;1,24;85,71;2,12;41,67;0,35;0;0,53;0,88;2,3;69,23;0;;0;;0;0;0;0;;;0;;;0;0;0;1,41;0;0
Y. Goez;Deportivo Pereira;Colón;LCMF, DMF, LDMF;22;750000;2022-12-31;9;513;0;0,18;0;0,21;30,35;49,71;Colombia;Colombia;direito;176;75;sim;9,3;10,18;62,07;5,26;43,33;0;0;1,05;2,98;3,67;1,4;3;0,53;0;0;2,81;0;0;0;0,03;0;0;5;0,88;20;0;0;0,53;66,67;0,35;100;0,18;0;0;4,39;48;10,7;39,34;0,88;0,7;0,53;24,74;1,05;1,23;38,6;85,91;12,46;77,46;4,39;96;16,32;89,25;34,39;88,78;3,68;61,9;16,87;27,97;0,04;0,35;0,18;0;0,7;25;0,35;6,67;86,84;1,75;40;0,88;20;0,53;0,35;5,44;77,42;0;;0;;0;0;0;0;;;0,35;;;0;0;0;0;0;0
M. Peralta Bauer;Unión Santa Fe;San Lorenzo;CF, RAMF;24;800000;2023-12-31;10;515;2;2,39;0;0,06;16,6;38,95;Argentina;Argentina;direito;180;75;sim;2,45;2,62;53,33;3,5;60;0,17;0,25;0;0,87;1,27;1,05;1;0,17;0;0;1,92;0,35;2;0,35;0,42;0;0;7;1,22;42,86;28,571;0;2,45;21,43;0,17;100;2,27;15,38;1,57;2,27;38,46;7,51;27,91;2,62;0,7;0,35;12,93;2,62;1,05;19,22;70;2,27;53,85;6,12;80;6,82;56,41;15,9;79,12;1,05;50;17,22;20;0,01;0,35;0;0;0,17;0;0;0,52;0;1,92;27,27;0,17;0;0,52;0,87;2,45;35,71;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
R. Contreras;Platense;Aldosivi;CF;26;500000;2022-12-31;8;516;2;1,8;2;0,41;37,85;33,18;Argentina;Argentina;esquerdo;182;84;sim;4,71;3,66;52,38;9,07;44,23;0,87;1,56;0,17;1,92;3,44;1,92;1;0,17;0;0;2,27;0,35;2;0,35;0,31;0;0;12;2,09;41,67;16,667;0,35;1,4;0;1,05;0;0,35;0;0,35;1,92;54,55;18,14;26,92;2,62;0,87;0,17;10,47;2,44;2,62;20,93;69,17;5,23;66,67;5,06;72,41;5,93;73,53;18,31;73,33;1,22;85,71;17,15;29,85;0,07;0,7;0,17;0;0,7;50;0,7;2,09;75;2,44;42,86;0,52;33,33;1,05;0;2,97;88,24;0;;0;;0;0;0;0;;;0;;;0,52;0,52;0;0;0;0
F. Orozco;Lanús;Lanús;LWF, LW, RWF;20;0;;9;518;3;1,66;0;0,09;26,76;43,51;Argentina;Argentina;direito;168;61;sim;5,56;4,69;44,44;2,43;28,57;0,35;0,5;0;3,13;4,46;0,87;1;0,17;0;0;6,08;0,52;3;0,52;0,29;1;0,17;11;1,91;45,45;27,273;0;3,13;11,11;2,26;15,38;0,87;0;0,35;8,69;56;14,42;53,01;2,95;4,17;2,26;16,85;2,61;4,17;19,98;73,91;2,26;76,92;6,78;94,87;7,64;63,64;16,68;86,46;0,35;0;18,27;11,07;0,02;0,69;0;0;0,17;0;0,35;0,35;0;2,43;35,71;0;0;0,69;0,35;1,74;90;0;;0;;0;0;0;0;;;0;;;0,17;0;0;0,52;0;0
T. Almada;Atlanta United;Vélez Sarsfield;AMF, LW, LCMF;21;15000000;2025-12-31;9;518;3;2,35;1;0,78;20,15;40,52;Argentina;Argentina;direito;171;62;sim;4,34;5,56;43,75;0,87;20;0,35;0,58;0;1,56;2,62;1,22;1;0,17;0;0;6,08;0,52;1;0,17;0,41;0;0;14;2,43;57,14;21,429;0,17;2,61;26,67;1,04;0;1,39;37,5;0,87;5,21;56,67;11,12;43,75;2,08;4,86;3,3;32,66;2,08;1,22;41,87;81,74;10,6;68,85;10,08;98,28;14,77;81,18;37,01;87,79;2,43;50;18,13;33,06;0,14;1,74;0;0;2,43;42,86;0,69;4,69;77,78;5,21;40;2,26;30,77;1,56;0,69;6,25;77,78;0;;0;;0;0;0;0;;;0,35;;;1,22;0,35;0;1,04;2;100
J. Cacciabue;Miedź Legnica;Newell's Old Boys;RCMF;24;1500000;2023-12-31;9;519;1;0,4;0;0,33;11,97;50,72;Argentina;Argentina, Italy;direito;173;73;sim;7,98;5,55;59,38;1,21;57,14;0,35;0,48;0,35;4,34;6,05;1,04;1;0,17;0;0;1,73;0,17;1;0,17;0,07;0;0;9;1,56;44,44;11,111;0;1,04;33,33;0;0;1,04;33,33;0;0,69;75;1,91;36,36;0,69;1,21;0,35;34,86;0,35;0,17;46,82;87,78;14,22;80,49;8,15;91,49;17,17;93,94;42,83;91,09;2,95;58,82;17,06;23,05;0,06;0,35;0,17;0,17;0,17;100;0,17;6,59;89,47;1,21;57,14;0,52;33,33;0,69;0,35;7,46;74,42;0;;0;;0;0;0;0;;;0,52;;;0,35;0;0;0,35;0;0
R. Herrera;San Martín Tucumán;Defensa y Justicia;RCB, CB;22;300000;2024-12-31;6;521;0;0,43;0;0;24,01;64,75;Argentina;Argentina;direito;181;76;sim;12,61;10,88;74,6;3,97;30,43;0,69;1,15;0,52;3,8;6,35;1,73;0;0;0;0;1,21;0;0;0;0,07;0;0;2;0,35;50;0;0;0;0;0;0;0;0;0;1,21;85,71;4,15;66,67;0,35;1,73;1,04;34,55;0,17;2,07;54,59;92,72;17,97;81,73;3,28;100;30,58;98,87;52,69;95,08;1,9;27,27;20,25;32,89;0;0;0;0;0,52;0;0;2,59;66,67;0;0;0,52;0;0;0;5,53;50;0;;0;;0;0;0;0;;;2,42;;;0;0;0;0;0;0
D. Blanco;Dnipro-1;Independiente;RCMF, RAMF;27;3500000;2025-06-30;8;522;0;0,12;1;0,56;29,66;48,26;Argentina;Argentina;direito;167;64;sim;8,79;7,76;66,67;2,76;25;0,34;0,41;0;3,28;3,85;2,24;1;0,17;0;0;4,66;0;0;0;0,02;0;0;4;0,69;0;0;0,17;1,72;50;0;0;1,72;50;0;7,07;53,66;13,45;46,15;0,86;3,28;1,72;18,28;0,34;1,72;29,31;78,24;7,93;69,57;4,14;87,5;12,41;80,56;24,83;83,33;2,93;52,94;18,26;32,18;0,1;0,34;0;0;0,34;0;0,34;4,83;75;2,41;42,86;0,69;0;0,69;0,52;5,17;80;0;;0;;0;0;0;0;;;0;;;0,52;0,17;0;0,17;0;0
F. Calderón;Unión Santa Fe;Unión Santa Fe;RCB;24;650000;2022-12-31;6;523;0;0,5;0;0,49;23,06;61,94;Argentina;Argentina;direito;184;80;sim;12,39;7,92;73,91;6,2;69,44;0,34;0,47;0,69;6,2;8,5;0,86;2;0,34;0;0;0,52;0;0;0;0,09;0;0;5;0,86;20;0;0;0;0;0;0;0;0;0;0,69;50;4,3;40;1,2;1,03;0,86;15,66;0;1,2;29,43;83,63;15,32;75,28;1,89;90,91;9,81;98,25;25,3;87,07;4,13;62,5;21,87;34,4;0,08;0,17;0;0;0;0;0;5,33;74,19;0,17;0;0;0;0,17;0;6,71;82,05;0;;0;;0;0;0;0;;;1,38;;;0;0;0;0;0;0
L. Pratto;Vélez Sarsfield;River Plate;CF, LWF;34;450000;2023-12-31;7;523;2;1,94;0;0,18;27,88;40,12;Argentina;Argentina, Italy;direito;186;90;sim;5,51;3,96;43,48;10,84;49,21;1,89;3;0;1,89;3;1,55;1;0,17;0;0;3,27;0,34;2;0,34;0,33;1;0,17;18;3,1;44,44;11,111;0;1,72;30;0,17;0;1,55;33,33;0,34;2,07;58,33;7,74;28,89;2,93;1,03;0,69;15,66;2,75;0,34;21,85;68,5;4,47;46,15;3,61;90,48;9,46;70,91;18,07;70,48;2,07;83,33;18,23;27,48;0,03;0,86;0;0;1,38;12,5;0,17;2,41;71,43;2,24;38,46;1,38;12,5;0,52;0,52;3,1;83,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0,17;0;0
B. Blasi;Barracas Central;Unión Santa Fe;RCB;26;275000;2022-12-31;6;527;0;0,17;0;0,18;15,2;53,93;Argentina;Argentina;direito;180;75;sim;7,69;5,46;56,25;4,1;50;0;0;0;4,61;6,04;0,85;1;0,17;0;0;0,85;0;0;0;0,03;0;0;3;0,51;0;0;0;1,2;28,57;0;0;1,2;28,57;0;1,02;50;2,73;31,25;0,34;1,2;0,34;20,32;0,17;0;36,55;81,78;15,37;72,22;1,02;100;17,59;91,26;29,54;87,28;5,98;62,86;23,6;39,79;0,03;0,17;0;0;0;0;0,17;7,34;65,12;0,68;75;0;0;0;0,34;9,73;78,95;0;;0;;0;0;0;0;;;0,17;;;0;0;0;0;0;0
J. Paradela;River Plate;Gimnasia La Plata;AMF, CF, LCMF;23;1300000;2025-12-31;9;527;0;0,48;0;0,44;27,15;42,77;Argentina;Argentina;esquerdo;179;71;sim;6,83;6,32;67,57;0,85;40;0;0;0,17;2,56;3,88;1,2;2;0,34;1;0,17;3,76;0;0;0;0,08;0;0;9;1,54;22,22;0;0;1,2;42,86;0,85;40;0,34;50;0,17;6,49;39,47;15,88;36,56;1,2;2,56;1,71;19,47;1,37;1,88;28,52;76,65;9,56;69,64;5,12;86,67;9,39;81,82;26,3;78,57;1,02;66,67;15,3;11,37;0,07;0,68;0;0;0,68;50;0,51;4,44;69,23;2,39;57,14;0,34;50;1,02;0,34;4,61;74,07;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
F. Prado Avelino;Racing Club;Racing Club;LCB, LB;21;125000;2025-12-31;6;528;0;0;0;0,28;11,76;57,97;Uruguay;Uruguay;esquerdo;170;68;sim;9,2;5,63;60,61;3,75;59,09;0;0;0,34;5,8;7,67;0,34;0;0;0;0;1,19;0;0;0;0;0;0;0;0;0;0;0;1,7;50;1,7;50;0;0;0;0,51;66,67;1,36;37,5;0;1,7;0,68;24,2;1,36;0;37,5;76,36;17,9;63,81;4,26;96;12,1;87,32;25,23;86,49;10,57;56,45;26,43;39,53;0,05;0,68;0;0;0;0;0,34;6,82;57,5;1,19;42,86;0,17;0;0;1,02;12,61;70,27;0;;0;;0;0;0;0;;;1,88;;;0,51;0;0;0,17;0;0
J. Cabrera;Argentinos Juniors;Unión Santa Fe;RWF, RW, RAMF;30;500000;2023-12-31;7;528;1;0,36;1;1,95;19,09;37,5;Uruguay;Uruguay;direito;168;62;sim;4,43;5,97;42,86;2,39;21,43;0,34;0,45;0;1,53;2,01;0,34;2;0,34;0;0;4,43;0,17;1;0,17;0,06;0;0;9;1,53;33,33;11,111;0,17;7,16;33,33;0,68;0;6,48;36,84;0,17;3,07;27,78;7,33;41,86;2,05;1,19;0,68;22,5;3,24;1,19;30,85;62,98;9,55;64,29;4,09;87,5;12,27;52,78;21,65;74,02;2,22;53,85;20,92;30,4;0,33;2,22;0,17;0;1,02;66,67;1,53;5,11;66,67;7,16;35,71;1,02;33,33;0,68;2,56;8,52;88;0;;0;;0;0;0;0;;;0;;;0,51;0;0;3,24;0;0
L. Orbán;Racing Club;Racing Club;CB, LCB;33;250000;2022-12-31;6;528;0;0,27;0;0,24;18,41;68,52;Argentina;Argentina, Spain;esquerdo;179;79;sim;11,42;6,31;75,68;8,01;65,96;1,36;2,12;0,51;5,28;8,23;1,36;2;0,34;1;0,17;0,51;0;0;0;0,05;0;0;3;0,51;0;0;0;0;0;0;0;0;0;0;0,51;100;1,02;50;0,68;0,85;0;33,92;0;0,34;48,24;94,35;11,93;84,29;4,26;92;29,83;99,43;43,81;96,89;4,43;69,23;22,77;35,8;0,04;0,17;0;0;0;0;0;3,92;86,96;0,34;50;0,51;66,67;0,17;0;3,92;82,61;0;;0;;0;0;0;0;;;3,24;;;0;0;0;0;0;0
E. Mena;Racing Club;Racing Club;LB, LWB;34;1200000;2022-12-31;6;528;0;0,42;2;0,81;15,34;54,44;Chile;Chile;esquerdo;173;74;sim;10,91;6,31;75,68;2,22;46,15;0,34;0,65;0,17;5,8;11,09;0,68;0;0;0;0;3,41;0;0;0;0,07;0;0;1;0,17;0;0;0,34;4,77;42,86;4,77;42,86;0;0;0,51;2,39;57,14;5,11;36,67;1,36;1,7;1,19;37,33;5,28;0,51;52,67;87,06;13,13;83,12;11,59;94,12;18,75;87,27;44,66;92,75;3,24;73,68;17,82;32,27;0,14;1,36;0;0;0;0;0,68;3,41;85;3,58;52,38;0;0;0,34;2,05;8,86;78,85;0;;0;;0;0;0;0;;;0,34;;;0;0;0;0,17;0;0
I. Pillud;Racing Club;Racing Club;RB;36;100000;;8;530;0;0,04;0;0,35;19,87;48,72;Argentina;Argentina, Italy;direito;178;82;sim;10,7;8,66;58,82;4,25;24;0,51;0,74;0,17;5,09;7,38;0,68;0;0;0;0;2,21;0;0;0;0,01;0;0;4;0,68;25;0;0;1,7;40;0;0;1,7;40;0;2,38;57,14;3,91;47,83;0,34;1,36;0,34;37,53;2,04;1,53;50,77;82,27;20,21;67,23;9,34;100;15,62;88,04;42,79;88,1;6,45;52,63;19,9;30,87;0,06;0,34;0;0,17;0,17;0;0,17;6,11;69,44;1,53;44,44;0,34;50;0,17;0,68;10,87;68,75;0;;0;;0;0;0;0;;;1,87;;;0;0;0;0;0;0
T. Banega;Patronato;Racing Club;LCMF, RCMF, DMF;23;250000;2024-06-30;7;531;1;1,48;0;0,11;24,41;58,33;Argentina;Argentina;direito;177;67;sim;12,37;10,85;68,75;3,22;57,89;1,36;1,85;0,17;3,56;4,85;1,86;2;0,34;0;0;1,86;0,17;1;0,17;0,25;0;0;9;1,53;11,11;11,111;0;1,19;42,86;1,02;33,33;0,17;100;0,34;2,54;46,67;6,1;47,22;1,86;0,34;0,17;18,47;0,17;1,36;30,51;76,11;9,15;59,26;5,08;96,67;10,51;80,65;25,42;81,33;3,9;52,17;17,84;28,39;0,02;0,51;0;0;0;0;0,17;3,9;69,57;1,69;30;0;0;0,17;0,34;5,25;61,29;0;;0;;0;0;0;0;;;0,17;;;0;0;0;0;0;0
C. Bernardi;Colón;Colón;LCMF, AMF, RCMF;32;1400000;2024-12-31;9;532;3;2,17;1;1,24;25,55;46,36;Argentina;Argentina;direito;177;73;sim;5,41;3,38;55;2,2;15,38;0,85;0,98;0;2,71;3,14;0,85;1;0,17;0;0;5,24;0,51;3;0,51;0,37;2;0,34;12;2,03;66,67;25;0,17;1,69;30;0,85;20;0,85;40;0;6,6;48,72;13,7;46,91;3,72;3,05;2,37;21,48;1,18;2,37;34;70,15;9,81;55,17;6,6;89,74;8,8;75;30,28;74,3;2,03;41,67;15,96;17,32;0,21;1,52;0;0,17;0,51;33,33;0,34;4,4;73,08;1,35;50;0,51;33,33;1,02;0,51;3,89;60,87;0;;0;;0;0;0;0;;;0;;;0,34;0,17;0;2,37;0;0
L. Torres;Ferro Carril Oeste;Patronato;LCMF, RCMF;26;125000;2023-12-31;10;538;0;0,12;0;0,52;19,91;47,06;Argentina;Argentina;direito;180;70;sim;7,7;6,69;52,5;1,34;37,5;1,17;1,5;0;3,01;3,86;1,51;1;0,17;0;0;2,51;0;0;0;0,02;0;0;5;0,84;40;0;0;0,33;0;0;0;0,33;0;0;3,18;68,42;9,7;46,55;0,5;0,33;0,17;18,57;0;1;32,79;80,1;13,88;67,47;3,18;100;10,37;87,1;29,44;85,23;3,01;38,89;19,28;29,82;0,09;1,17;0;0;0,17;0;0,17;6,69;62,5;1,17;42,86;0,67;0;0,5;0,17;5,52;75,76;0;;0;;0;0;0;0;;;0,17;;;0,67;0,33;50;1,51;0;0
S. Sosa;Atlanta United;River Plate;RCB, RCMF, DMF;23;5000000;2024-12-31;8;545;0;0,4;0;0;20,64;60,8;Argentina;Argentina;direito;179;78;sim;13,54;9,25;60,71;5,94;69,44;1,49;2,45;0,5;6,44;10,64;2,15;2;0,33;0;0;1,16;0;0;0;0,07;0;0;6;0,99;16,67;0;0;0;0;0;0;0;0;0;0,99;66,67;1,65;70;0,99;0,33;0,17;38,31;0,5;0,83;55,98;82,01;23,61;74,13;4,29;88,46;20,64;87,2;49,05;85,52;6,94;57,14;20,53;37,37;0;0,17;0;0,17;0,83;40;0;10,4;71,43;1,32;25;0,66;50;0,33;0;11,56;75,71;0;;0;;0;0;0;0;;;0,99;;;0;0;0;0;0;0
W. Morelo;Santa Fe;Colón;CF;35;450000;2022-12-31;8;548;2;1,79;0;1,14;27,59;31,55;Colombia;Colombia;direito;172;68;sim;2,14;2,46;40;4,27;26,92;0,16;0,19;0;0,99;1,13;1,31;2;0,33;0;0;2,63;0,33;2;0,33;0,29;0;0;9;1,48;55,56;22,222;0;0,66;25;0,49;0;0,16;100;0;4,43;37,04;13,8;28,57;3,12;2,14;0,82;7,06;1,31;2,3;16,59;72,28;3,12;52,63;5,09;93,55;4,6;60,71;15,11;75;0,82;60;15,55;22,95;0,19;1,48;0;0;0,49;0;0,16;1,48;55,56;0,66;50;0,33;0;1,15;0,16;1,15;71,43;0;;0;;0;0;0;0;;;0;;;0,16;0,16;100;0;0;0
L. Miranda;Racing Club;Racing Club;LCMF, DMF, RDMF;28;2400000;2023-06-30;6;548;0;0,38;1;1,53;19,05;52,59;Argentina;Argentina;direito;173;70;sim;9,85;7,39;62,22;2,3;42,86;0,66;1,24;0;4,6;8,66;1,15;1;0,16;0;0;2,3;0;0;0;0,06;0;0;6;0,99;33,33;0;0,16;0,82;40;0,16;0;0,66;50;0,16;2,14;53,85;5,42;45,45;0,66;0,99;0,49;53,21;0,99;0,99;72,43;88,89;17,74;79,63;11,82;94,44;32,35;93,91;67,01;89,71;4,76;86,21;18,82;37,92;0,25;2,63;0,16;0;1,15;42,86;0,49;9,85;83,33;1,97;58,33;1,15;28,57;1,31;0,33;10,02;81,97;0;;0;;0;0;0;0;;;0,82;;;1,64;0,16;0;2,14;0;0
N. Ibáñez;;Godoy Cruz;GK;40;0;;6;549;0;0;0;0;0,98;100;Argentina;Argentina;direito;185;85;sim;1,48;0,16;100;0;0;0;0;0;1,31;1,89;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;100;0,33;100;0;0;0;9,34;0,33;0,33;16,07;91,84;7,54;86,96;0;0;8,36;98,04;11,48;97,14;4,59;78,57;32,47;46,29;0;0;0;0;0;0;0;0,82;60;0;0;0;0;0;0;3,61;81,82;7;1,15;20;3,28;1;65;5,94;0,97;-1,06;-0,174;0;2,13;0;;;;0;0;0
J. Carrascal;CSKA Moskva;River Plate;LWF, LAMF, AMF;24;9000000;2026-06-30;10;550;0;1,11;2;0,62;32,56;42,21;Colombia;Colombia;direito;180;75;sim;7,04;7,53;54,35;2,13;15,38;0,98;1,94;0;1,96;3,87;2,62;4;0,65;1;0,16;7,53;0;0;0;0,18;0;0;16;2,62;43,75;0;0,33;2,13;46,15;1,47;55,56;0,65;25;0,33;8,67;49,06;16,53;44,55;3,6;3,76;2,29;35,35;1,15;2,45;46,15;80,5;14,24;67,82;6,71;87,8;18;84,55;42,55;83,85;1,47;33,33;17,16;22,01;0,1;1,64;0;0;2,45;46,67;0,98;5,89;66,67;5,24;50;2,29;35,71;2,13;0,98;7,36;86,67;0;;0;;0;0;0;0;;;0;;;0,16;0,16;100;1,64;0;0
J. Campuzano;Giresunspor;Boca Juniors;LCMF, LDMF, RCMF;26;3000000;2023-06-30;7;552;0;0,01;0;0,09;21,52;53,79;Colombia;Colombia;direito;175;68;sim;13,37;11,74;51,39;2,45;66,67;0,49;0,63;0,16;6,85;8,81;3,42;2;0,33;1;0,16;0,82;0;0;0;0;0;0;1;0,16;0;0;0;0;0;0;0;0;0;0;1,3;62,5;4,4;55,56;0;1,47;0,49;28,53;0,16;1,79;44,02;87,41;12,07;75,68;6,36;94,87;20,22;93,55;41,25;89,72;2,77;52,94;19,23;33,62;0,01;0,33;0;0;0;0;0;5,05;70,97;0,49;66,67;0;0;0,65;0;5,05;67,74;0;;0;;0;0;0;0;;;1,14;;;0;0;0;0;0;0
M. Casco;River Plate;River Plate;RB, LB;34;2000000;2025-12-31;7;553;0;0,03;1;0,48;16,76;59,22;Argentina;Argentina;direito;170;69;sim;8,46;6,67;68,29;2,93;77,78;0,49;0,89;0;3,42;6,24;1,14;1;0,16;0;0;2,44;0;0;0;0;0;0;4;0,65;0;0;0,16;4,23;30,77;1,63;30;2,6;31,25;0,33;2,28;42,86;4,39;37,04;1,46;1,95;0,81;37,92;4,07;0,98;54,36;77,84;20,67;70,08;5,7;97,14;21,65;80,45;44,76;85,82;5,7;48,57;20,38;37,64;0,08;0,65;0;0;0,65;25;0,33;10,42;64,06;4,07;40;0,65;50;0,81;1,14;14,16;89,66;0;;0;;0;0;0;0;;;0,65;;;0;0;0;0;0;0
D. Lemos;San Martín San Juan;Patronato;DMF, LCMF, RCMF;33;150000;2022-12-31;7;554;0;0,19;0;0;21,28;51,91;Argentina;Argentina;direito;178;82;sim;11,53;10,88;58,21;2,27;57,14;1,14;1,6;0,16;4,06;5,73;1,95;2;0,32;0;0;0,16;0;0;0;0,03;0;0;3;0,49;0;0;0;0,16;0;0,16;0;0;0;0;0,65;25;2,76;17,65;0,49;0,16;0,16;16,41;0;0,32;35,25;85,71;12,02;79,73;3,09;94,74;15,27;92,55;31,35;89,12;3,74;60,87;19,32;30,74;0;0;0;0;0;0;0;5,36;84,85;0;0;0;0;0,32;0;5,52;61,76;0;;0;;0;0;0;0;;;0,49;;;0;0;0;0,16;0;0
G. Arias;Racing Club;Racing Club;GK;35;3200000;2023-12-31;6;556;0;0;0;0;0,32;100;Argentina;Argentina, Chile;direito;188;82;sim;1,62;0;0;0,16;100;0;0;0;1,62;3,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;100;0;0;0;15,7;0,32;0,16;22,34;92,75;8,58;86,79;0;0;10,52;98,46;18,78;99,14;3,4;61,9;23,92;42,8;0;0;0;0;0;0;0;1,46;55,56;0;0;0;0;0;0;2,75;70,59;12;1,94;31;5,02;0;61,29;10,58;1,71;-1,42;-0,23;0;0,49;0,16;;;;0;0;0
A. Arregui;Medellín;Huracán;DMF, LCMF, RCMF;30;750000;2023-12-31;9;557;1;0,59;1;0;20,2;59,2;Argentina;Argentina;direito;176;75;sim;14,38;10,66;63,64;3,88;66,67;1,29;1,52;0;6,3;7,41;1,13;3;0,48;0;0;0,65;0,16;1;0,16;0,1;0;0;9;1,45;22,22;11,111;0,16;0,81;0;0,16;0;0,48;0;0,16;0,65;25;2,59;37,5;0,65;0,16;0;16,97;0,65;1,13;31,99;77,27;10,34;51,56;6,14;92,11;11,8;90,41;26,5;84,76;4,69;48,28;21,9;39,99;0;0;0;0;0,48;33,33;0;4,2;57,69;1,29;12,5;0,65;50;0,16;0;5,17;62,5;0;;0;;0;0;0;0;;;1,45;;;0;0;0;0;0;0
L. López;Sarmiento;Racing Club;CF, AMF;39;200000;2022-12-31;6;558;1;2,35;1;0,74;18,87;34,19;Argentina;Argentina, Italy;direito;174;74;sim;2,58;2,74;35,29;4,84;26,67;0;0;0;1,61;3,03;1,77;1;0,16;1;0,16;3,23;0,16;1;0,16;0,38;0;0;15;2,42;60;6,667;0,16;0,65;25;0,16;0;0,48;33,33;0;2,42;60;6,94;39,53;3,87;0,97;0,32;25,65;2,9;0,97;31,13;80,83;6,13;65,79;7,74;91,67;10,65;86,36;28,23;82,86;2,26;71,43;16,92;40,05;0,12;0,32;0,16;0;0,65;25;0,32;3,06;68,42;0,81;20;0,97;50;0,48;0;1,94;75;0;;0;;0;0;0;0;;;0;;;0;0;0;0,48;0;0
