Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
Hélder;Criciúma;Vila Nova;LB;33;100000;2022-12-31;6;520;0;0,31;1;0,19;19,9;49,57;Brazil;Brazil;esquerdo;177;79;sim;9,69;10,21;50,85;3,81;40,91;0,87;1,25;0;3,63;5,25;1,56;4;0,69;0;0;2,25;0;0;0;0,05;0;0;5;0,87;20;0;0,17;1,56;55,56;1,56;55,56;0;0;0;2,42;50;3,98;43,48;0,52;1,21;1,21;29,25;2,6;1,38;39,81;82,61;16,44;74,74;5,02;100;13,33;83,12;34,96;88,61;3,46;35;18,72;40,19;0,03;0,87;0;0;0,52;0;0,17;6,4;72,97;2,6;33,33;0,69;0;0,17;0,52;10,9;77,78;0;;0;;0;0;0;0;;;1,04;;;0;0;0;0;0;0
Leandro Souza;UNA Strassen;Cuiabá;RCB, LCB;35;0;;6;521;0;0;0;0;15,89;57,61;Brazil;Brazil;direito;187;80;sim;10,71;7,08;65,85;4,49;46,15;0,35;0,42;1,21;5,7;6,92;2,07;3;0,52;0;0;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,17;100;0,86;20;0,35;0,69;0;13,13;0,35;0,52;22,11;79,69;10,02;63,79;1,73;100;9,16;94,34;17,79;86,41;4,32;52;23,55;35,89;0;0;0;0;0;0;0;3,45;60;0,52;0;0,17;0;0,17;0;5,87;73,53;0;;0;;0;0;0;0;;;0,86;;;0;0;0;0;0;0
Kauê;Concórdia;Figueirense;RB;25;50000;;8;525;0;0,07;0;0,34;18;49,52;Brazil;Brazil;direito;178;71;sim;10,11;7,89;58,7;3,43;50;0;0;0,51;5,49;7,01;0,86;1;0,17;0;0;1,71;0;0;0;0,01;0;0;6;1,03;0;0;0;1,2;14,29;0;0;1,2;14,29;0;1,89;72,73;4,11;45,83;0,34;0,86;0,17;21,43;1,2;1,37;31,2;78,02;12,34;70,83;3,6;80,95;10,11;79,66;27,6;86,34;2,74;18,75;19,41;24,8;0,06;0,17;0;0;0,51;33,33;0,34;4,8;82,14;1,54;33,33;0,51;33,33;0,51;0,17;7,54;65,91;0;;0;;0;0;0;0;;;0,34;;;0;0;0;0;0;0
Hélder Maciel;São Bernardo FC;Cuiabá;LCB, RCB;32;0;2023-11-30;6;525;0;0,66;0;0;19,89;59,48;Brazil;Brazil;direito;188;82;sim;10,97;6,17;75;7,37;60,47;0,17;0,25;0,69;6,17;9,15;1,54;3;0,51;0;0;1,2;0;0;0;0,11;0;0;3;0,51;33,33;0;0;0;0;0;0;0;0;0;1,54;66,67;3,77;54,55;0,69;0;0;18,17;0,34;1,2;32,4;87,3;11,31;72,73;1,89;90,91;15,94;96,77;28,46;93,37;3,94;43,48;22,7;39,34;0;0;0;0;0,17;0;0;3,94;60,87;0,17;0;0,17;0;0;0;2,91;47,06;0;;0;;0;0;0;0;;;1,03;;;0;0;0;0;0;0
Fabiano;Operário PR;Coritiba;LB;32;100000;2022-12-31;8;528;0;0,01;0;0,64;22,5;55,3;Brazil;Brazil;esquerdo;183;80;sim;12,1;12,1;66,2;4,6;51,85;0;0;0,34;4,09;4,9;2,56;2;0,34;0;0;0,68;0;0;0;0;0;0;1;0,17;0;0;0;2,05;16,67;2,05;16,67;0;0;0;1,19;28,57;2,22;30,77;0,17;0,68;0,51;14,49;0,34;0,34;23,35;69,34;12,61;62,16;1,53;100;6,65;76,92;18,07;78,3;3,41;50;23,78;25,05;0,11;0,68;0;0;0;0;0,17;4,77;60,71;2,05;16,67;0,17;0;0,17;0,34;7,16;78,57;0;;0;;0;0;0;0;;;0,17;;;0,17;0;0;0;0;0
Juninho;Al Najma;Sport Recife;AMF, CF, LAMF;23;0;2023-06-30;12;529;0;2,22;0;0,53;23,31;38,69;Brazil;Brazil;ambos;179;68;sim;2,89;3,91;39,13;5,44;34,38;0;0;0,17;1,36;1,82;1,19;0;0;0;0;4,76;0;0;0;0,38;0;0;20;3,4;50;0;0;1,36;25;0,51;33,33;0,85;20;0,51;5,78;44,12;10,55;40,32;3,91;1,7;1,19;16,84;1,02;0,85;21,61;64,57;9,02;54,72;2,04;91,67;7,49;68,18;17,86;68,57;2,55;53,33;19,67;36,8;0,09;1,19;0;0;0,85;20;0,34;4,25;68;2,72;37,5;1,02;33,33;0,68;0,68;4,08;70,83;0;;0;;0;0;0;0;;;0;;;0;0;0;0,17;0;0
Marcão;Cuiabá;Sport Recife;RDMF, RCMF;31;300000;2022-12-31;10;530;0;0;0;0,14;22,25;56,49;Brazil;Brazil;direito;188;76;sim;11,55;11,04;67,69;5,09;46,67;0,51;0,66;0,51;3,57;4,63;2,89;2;0,34;1;0,17;0,51;0;0;0;0;0;0;0;0;0;0;0;0,17;0;0;0;0,17;0;0;0,85;60;2,55;46,67;0;0,34;0;13,75;0,34;0,85;26,32;82,58;10,7;76,19;2,55;86,67;9;84,91;24,79;84,93;1,36;50;16,34;23,76;0,02;0,34;0;0;0,17;0;0;4,08;66,67;0,85;40;0,34;0;0,34;0;4,42;76,92;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Ruan Levine;Jacuipense;Vitória;RAMF, LAMF, RW;22;0;;7;533;2;0,52;0;0,58;19,59;45,69;Brazil;Brazil;direito;177;71;sim;5,23;5,57;63,64;3,04;11,11;0,51;0,73;0;1,18;1,69;1,35;3;0,51;0;0;2,7;0,34;2;0,34;0,09;0;0;4;0,68;50;50;0;1,86;45,45;0,34;100;1,52;33,33;0,17;2,36;57,14;8,11;47,92;2,03;1,52;1,01;16,55;0,84;2,36;23,47;78,42;4,9;58,62;6,75;95;6,25;78,38;21,11;83,2;0,51;0;15,8;12,65;0,1;1,86;0;0;0,51;33,33;0,34;2,53;40;1,52;44,44;0,34;0;0,84;0,84;2,53;80;0;;0;;0;0;0;0;;;0;;;0;0;0;0,84;0;0
Felipe Amorim;Chiangrai United;Guarani;LAMF, LW, AMF;31;350000;;12;534;1;0,69;0;0,56;27,98;39,76;Brazil;Brazil;direito;180;76;sim;5,9;5,39;59,38;5,39;21,88;0;0;0,34;2,7;3,97;2,53;1;0,17;0;0;4,38;0,17;1;0,17;0,12;0;0;9;1,52;44,44;11,111;0;2,87;17,65;1,18;0;1,52;22,22;0,34;5,9;48,57;14,83;43,18;3,03;2,02;0,84;13,82;2,7;3,03;21,57;63,28;4,55;62,96;4,21;84;8,76;55,77;17,7;69,52;1,01;83,33;15,25;13,61;0,09;1,18;0;0;1,35;25;0,34;1,85;63,64;3,37;40;0,67;25;1,35;0,34;2,19;76,92;0;;0;;0;0;0;0;;;0;;;0,34;0,17;100;0,34;0;0
D. Escudero;;Cuiabá;AMF, LCMF, LAMF;35;0;;13;535;1;0,14;1;1,77;16,49;38,78;Argentina;Argentina;esquerdo;176;74;sim;5,21;5,21;67,74;2,69;12,5;0,5;0,66;0;1,18;1,54;0,5;1;0,17;0;0;2,52;0,17;1;0,17;0,02;0;0;5;0,84;20;20;0,17;2,02;58,33;1,35;50;0,5;66,67;0,34;2,19;30,77;6,56;28,21;1,68;0,84;0;22,37;1,85;0,84;28,93;84,88;8,75;82,69;6,9;90,24;8,24;81,63;25,23;88;1,68;70;16,05;16,93;0,3;3,03;0,5;0;0,84;60;0,5;3,7;81,82;3,53;61,9;0,84;60;2,02;0,84;4,88;89,66;0;;0;;0;0;0;0;;;0,34;;;2,19;0,34;0;2,52;0;0
Neto Baiano;Aimoré;Vitória;CF;38;0;;8;537;1;2,74;0;0,24;22,46;27,61;Brazil;Brazil;esquerdo;186;87;sim;3,52;3,02;44,44;12,4;25,68;0,5;0,75;0,17;1,68;2,5;2,85;2;0,34;0;0;1,34;0,17;1;0,17;0,46;0;0;17;2,85;35,29;5,882;0;0,34;0;0,34;0;0;0;0;1,01;0;3,85;17,39;3,35;0,17;0;4,69;0,67;0,67;7,71;71,74;1,51;55,56;2,01;100;2,18;69,23;7,21;74,42;0,17;100;16,41;3,76;0,04;0,67;0;0;0,84;40;0,17;0,67;25;0,84;40;0,67;25;1,01;0;0,17;100;0;;0;;0;0;0;0;;;0;;;0,67;0,67;0;0;0;0
Pio;Fluminense PI;Red Bull Bragantino;RB, RW, LCMF;34;0;;12;537;1;1,18;1;1,57;15,92;52,63;Brazil;Brazil;direito;175;65;sim;9,05;6,87;60,98;2,51;60;0,5;0,76;0,34;4,36;6,55;0,84;2;0,34;1;0,17;3,85;0,17;0;0;0,2;0;0;24;4,02;16,67;4,167;0,17;5,7;29,41;0,17;100;5,53;27,27;1,17;2,35;57,14;4,69;39,29;0,5;2,18;1,01;41,23;3,18;0,84;51,45;77,85;12,4;62,16;7,21;97,67;24,47;78,77;39,55;88,98;6,87;51,22;23,53;35,05;0,26;2,35;0;0;0,17;100;0,17;9,39;69,64;6,03;33,33;0,17;0;0,67;1,34;11,06;69,7;0;;0;;0;0;0;0;;;0,84;;;2,35;1,51;22,22;5,7;1;100
André Luis;Phitsanulok;Atlético GO;LAMF, LW, RW;36;150000;2023-05-31;19;537;0;0,66;0;1;20,45;45,08;Brazil;Brazil;esquerdo;177;75;sim;4,69;4,53;55,56;3,02;27,78;0,5;0,65;0,17;1,68;2,17;1,01;2;0,34;0;0;5,7;0;0;0;0,11;0;0;9;1,51;55,56;0;0;4,02;50;2,18;53,85;1,68;50;0,84;4,19;60;9,55;45,61;3,18;0,84;1,84;15,25;1,34;2,68;21,62;72,09;4,02;45,83;5,53;93,94;8,21;69,39;16,93;78,22;1,01;66,67;20,39;10,77;0,17;1,01;0;0;1,17;28,57;0,17;1,51;66,67;4,86;44,83;1,01;33,33;1,34;1,84;3,52;85,71;0;;0;;0;0;0;0;;;0,17;;;0;0;0;0,34;0;0
Andrey;Altos;CRB;GK;28;0;;6;539;0;0;0;0;0,5;66,67;Brazil;Brazil;esquerdo;190;90;sim;2;0;0;0,5;66,67;0;0;0;2;2,45;0;1;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,17;0;0;10,52;79,37;7,68;71,74;0;0;2,84;100;6,01;94,44;4,51;59,26;40,02;48,07;0;0;0;0;0;0;0;2,5;53,33;0;0;0;0;0;0;3,67;86,36;9;1,5;27;4,51;3;66,67;8,92;1,49;-0,08;-0,013;0;2,67;0,5;;;;0;0;0
Rondinelly;XV de Piracicaba;Guarani;AMF;31;0;;8;551;0;0,22;0;0,51;22,21;43,38;Brazil;Brazil;direito;172;69;sim;7,19;6,7;43,9;2,94;38,89;0,33;0,4;0,16;3,92;4,8;2,45;1;0,16;0;0;2,94;0;0;0;0,04;0;0;8;1,31;12,5;0;0;1,14;28,57;0,16;100;0,82;20;0;4,25;57,69;9,47;44,83;1,47;2,29;0,33;21,23;0,98;2,78;29,73;79,67;10,45;71,88;4,9;93,33;8,17;82;25,15;83,12;3,43;71,43;18,09;27,23;0,08;1,47;0;0;0,65;0;0,16;5,55;76,47;1,8;54,55;1,14;42,86;1,31;0,33;5,55;82,35;0;;0;;0;0;0;0;;;0;;;1,14;0,16;0;2,61;0;0
Deivid;Portuguesa Santista;Guarani;RAMF, LAMF;34;0;;16;554;0;0,47;0;0,04;29,24;48,89;Brazil;Brazil;direito;178;73;sim;9,42;7,96;69,39;7,8;47,92;0,49;0,69;0,32;3,41;4,85;1,95;3;0,49;0;0;1,79;0;0;0;0,08;0;0;8;1,3;12,5;0;0;1,3;12,5;0,32;0;0,97;16,67;0,16;2,76;47,06;9,1;35,71;1,79;0,81;1,14;12,83;1,62;1,3;23,23;73,43;6,66;63,41;5,04;96,77;5,2;68,75;20,79;80,47;1,14;14,29;13,12;9,47;0,01;0,32;0;0;0,49;33,33;0;2,92;61,11;1,79;27,27;0,16;100;0,16;0,16;3,09;73,68;0;;0;;0;0;0;0;;;0,49;;;0;0;0;0;0;0
Gabriel Bispo;KuPS;Vitória;RDMF, LDMF, DMF;25;300000;2022-12-31;8;554;0;0,44;0;0;23,72;52,74;Brazil;Brazil;direito;177;77;sim;13,16;9,91;52,46;6,5;55;0,97;1,38;0,32;6,99;9,92;2,44;1;0,16;0;0;0,81;0;0;0;0,07;0;0;7;1,14;28,57;0;0;0,49;33,33;0,16;0;0,32;50;0,16;0,65;50;3,9;54,17;0,16;0,16;0;22,58;0,32;1,95;39,64;79,1;13,16;65,43;4,87;93,33;16,73;88,35;36,23;84,75;2,92;16,67;20,55;29;0;0;0;0;0,16;0;0;6,66;63,41;1,46;33,33;0,81;0;0,32;0,16;5,52;58,82;0;;0;;0;0;0;0;;;0,65;;;0,16;0,16;100;0;0;0
Yuri Mamute;Sagamihara;Figueirense;CF;26;300000;;12;563;0;1,2;0;0,01;34,53;37,96;Brazil;Brazil;direito;177;83;sim;4,8;6,23;43,59;7,51;36,17;0,32;0,51;0;1,76;2,8;3,52;2;0,32;0;0;1,6;0;0;0;0,19;0;0;8;1,28;25;0;0;0,8;20;0,32;50;0,48;0;0;3,04;36,84;15,83;39,39;3,36;0,16;0,48;7,83;0,32;4,64;14,07;72,73;3,36;71,43;3,36;95,24;3,84;75;13,27;75,9;0,16;0;15,04;4,7;0;0,16;0;0;0,16;0;0;1,28;62,5;0,64;25;0,16;0;0,16;0,16;0,96;83,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Léo Príncipe;Levski Krumovgrad;Paraná;RB;25;0;;9;564;0;0,18;0;0,27;21,38;50,75;Brazil;Brazil;direito;174;68;sim;11,65;10,53;57,58;3,99;56;0,64;1,07;0,16;4,95;8,3;2,39;3;0,48;0;0;1,91;0;0;0;0,03;0;0;4;0,64;25;0;0;3,51;22,73;0;0;3,35;23,81;0,16;1,6;50;3,67;34,78;0,16;0,8;0,16;28,72;3,51;0,96;40,85;78,91;16,28;74,51;4,95;83,87;13,72;82,56;32,23;89,11;5,11;53,13;19,58;33,36;0,04;0,8;0;0;0,32;50;0,48;6,06;65,79;3,83;33,33;0,32;50;0,32;1,12;9,57;76,67;0;;0;;0;0;0;0;;;0,16;;;0;0;0;0;0;0
Cleberson;Ituano;Sport Recife;LCB, RCB;29;300000;;8;568;0;0,52;0;0;9,98;57,14;Brazil;Brazil;direito;185;75;sim;8,4;3,96;64;4,12;57,69;0,95;1,46;0,63;4,91;7,56;0,79;1;0,16;0;0;0;0;0;0;0,08;0;0;3;0,48;0;0;0;0;0;0;0;0;0;0;0;0;0,63;25;0,63;0,32;0;20,44;0,16;0,32;32,8;88,41;12,99;80,49;0,79;100;16,8;96,23;29,47;92,47;3,33;52,38;22,11;28,75;0;0;0;0;0;0;0;4,28;59,26;0,16;0;0,16;0;0,16;0;6,97;81,82;0;;0;;0;0;0;0;;;0,79;;;0;0;0;0;0;0
Jarro;Sampaio Corrêa;Atlético GO;LAMF, RAMF, LW;27;150000;;14;577;2;1,25;0;0,15;32,44;43,27;Brazil;Brazil;direito;180;76;sim;9,67;9,05;55,17;6,4;26,83;0,47;0,74;0,47;4,21;6,64;2,65;1;0,16;0;0;4,68;0,31;2;0,31;0,2;0;0;10;1,56;30;20;0;1,56;10;1,09;0;0,47;33,33;0;7,64;53,06;13,41;46,51;2,5;0,78;0,94;6,86;0,78;3,28;9,51;60,66;2,65;58,82;0,62;75;4,06;65,38;7,95;70,59;0;0;24,86;0;0,02;0,47;0;0;0,16;0;0;1,4;77,78;1,25;62,5;0,16;0;0,94;0;1,56;90;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Jhony Douglas;Grêmio Novorizontino;Paraná;RDMF, LDMF, RCMF;25;400000;2023-11-30;8;577;0;0,09;0;0;22,62;48,28;Brazil;Brazil;direito;180;82;sim;14,66;11,85;52,63;2,96;57,89;1,56;1,9;0,62;6,86;8,35;1,72;2;0,31;0;0;0,31;0;0;0;0,01;0;0;1;0,16;0;0;0;0,16;0;0;0;0,16;0;0;0,94;33,33;4,52;27,59;0,31;0,31;0,31;22,31;0,16;0,94;36,34;87,55;12,17;79,49;5,46;100;13,41;89,53;33,07;91,04;3,12;55;19,08;29,39;0;0;0;0;0,16;0;0;4,99;68,75;0,47;33,33;0,31;50;0,16;0;5,93;84,21;0;;0;;0;0;0;0;;;0,16;;;0,16;0;0;0;0;0
Nirley;Confiança;Brasil de Pelotas;LCB, RCB;33;100000;;7;578;0;1,27;0;0;16,82;52,78;Brazil;Brazil;direito;185;84;sim;11,06;7,63;59,18;5,61;50;0,62;0,78;0,62;5,92;7,4;2,65;3;0,47;0;0;0,47;0;0;0;0,2;0;0;6;0,93;50;0;0;0;0;0;0;0;0;0;0;0;0,62;25;1,4;0,16;0,16;21,8;0,31;0,47;35,81;83,91;15,73;71,29;1,09;100;17,6;94,69;29,43;91,53;6,38;48,78;22,76;38,85;0;0;0;0;0,16;0;0;3,27;52,38;0,31;0;0,16;0;0;0;6,07;64,1;0;;0;;0;0;0;0;;;0,93;;;0;0;0;0;0;0
Pedro Naressi;Sport Recife;Red Bull Bragantino;RB, RCMF;24;300000;2023-12-31;11;579;1;0,11;0;0,17;16,94;57,8;Brazil;Brazil;direito;178;78;sim;7,62;6,99;64,44;3,89;52;0,31;0,46;0,31;2,8;4,15;1,24;2;0,31;0;0;1,4;0,16;1;0,16;0,02;0;0;2;0,31;50;50;0;0,78;20;0;0;0,78;20;0;0,93;83,33;3,58;60,87;0,62;0,78;0,78;26,11;0,78;1,4;39,64;86,67;11,04;74,65;5,91;100;16,79;90,74;36,06;90,95;2,8;50;18,13;25,12;0,03;0,47;0;0;0,47;66,67;0;5,44;71,43;2,33;46,67;0,78;20;1,24;0,16;6,99;66,67;0;;0;;0;0;0;0;;;0,78;;;0;0;0;0;0;0
Uelber;Joinville;Londrina;CF, RW;23;0;;13;581;0;0,51;0;0,03;30,21;29,74;Brazil;Brazil;direito;180;72;sim;3,72;4,49;55,17;7,75;10;0,15;0,2;0,15;1,08;1,4;2,01;0;0;0;0;1,55;0;0;0;0,08;0;0;5;0,77;40;0;0;0,77;0;0,31;0;0,46;0;0;3,87;32;13,63;36,36;1,86;0,93;1,39;5,42;1,24;3,25;9,76;74,6;1,24;87,5;2,94;94,74;3,87;68;8,83;82,46;0,15;0;15,72;2,81;0;0,31;0;0;0;0;0;0,77;80;0,46;0;0;0;0,15;0;0,93;66,67;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Caique;;Criciúma;LB, AMF;23;0;;11;584;0;0,25;2;1,06;23,58;33,33;Brazil;Brazil;esquerdo;173;70;sim;9,71;9,4;36,07;4,78;35,48;0;0;0,15;6,32;9,76;3,39;6;0,92;1;0,15;2,62;0;0;0;0,04;0;0;4;0,62;50;0;0,31;3,54;26,09;3,39;27,27;0,15;0;0,77;2,31;46,67;5,55;36,11;1,08;0,92;0,77;31,44;1,54;1,08;42,69;77,98;13,25;69,77;6,47;90,48;17,57;80,7;34,83;86,28;4,47;51,72;18,99;31,26;0,16;1,08;0;0;0,62;50;0,77;7,09;58,7;4,32;35,71;1,08;14,29;0,77;1,08;8,01;78,85;0;;0;;0;0;0;0;;;0,31;;;0;0;0;0;0;0
Felipe Gregorio;Juventus Jaraguá;Oeste;RB;25;0;;7;585;0;0;1;0,02;16;48,08;Brazil;Brazil;direito;185;0;sim;7,23;7,85;50,98;4,15;55,56;0,92;1,29;0,46;2,31;3,24;1,69;4;0,62;0;0;1,08;0;0;0;0;0;0;0;0;0;0;0,15;1,38;33,33;0;0;1,38;33,33;0;0,46;100;1,85;41,67;0,15;0,46;0,15;18,77;0,31;0,62;28,31;77,17;11,38;68,92;2,92;78,95;10,15;83,33;22,15;85,42;5,08;51,52;22,7;38,24;0;0,15;0;0;0,31;50;0,15;4,77;61,29;1,38;55,56;0,15;0;0,31;0,46;7,69;76;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Matheus Nogueira;ABC;Cuiabá;GK;24;100000;;6;586;0;0;0;0;0,61;0;Brazil;Brazil;direito;191;86;sim;1,84;0;0;0,15;0;0;0;0;1,84;2,2;0;1;0,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15;0;0;0;0;2,92;0;0;10,44;70,59;6,91;57,78;0;0;3,23;95,24;5,68;94,59;4,61;43,33;37,87;52,55;0;0;0;0;0;0;0;2,3;26,67;0,31;0;0,15;0;0;0;3,23;66,67;7;1,08;23;3,53;2;69,57;7,53;1,16;0,53;0,081;0;2,15;0,15;;;;0;0;0
Léo Santos;Ituano;Criciúma;RCB;28;350000;2022-11-30;7;590;1;0,34;0;0;14,8;78,35;Brazil;Brazil;direito;187;80;sim;11,14;4,42;82,76;7,32;77,08;0,76;1,13;1,07;6,71;9,92;0,31;0;0;0;0;0,76;0,15;1;0,15;0,05;0;0;3;0,46;100;33,333;0;0,15;0;0;0;0,15;0;0;0,31;100;0,61;100;0,61;0,46;0;24,41;0,31;0,76;33,71;90,05;11,44;81,33;1,83;100;18,46;96,69;30,2;94,44;3,36;54,55;21,87;38,69;0;0;0;0;0;0;0;3,2;57,14;0,76;60;0;0;0,31;0;5,64;86,49;0;;0;;0;0;0;0;;;1,68;;;0;0;0;0;0;0
Marcelinho;Paysandu;Londrina;RAMF;26;0;;7;598;0;1,38;1;0,43;25,13;38,32;Brazil;Brazil;esquerdo;176;71;sim;5,72;4,67;64,52;2,41;18,75;0,3;0,36;0,15;2,41;2,84;0,9;0;0;0;0;3,61;0;0;0;0,21;0;0;11;1,66;18,18;0;0,15;2,11;28,57;0;0;2,11;28,57;0;6,17;43,9;15,5;35,92;1,35;1,66;2,71;13,39;2,41;2,26;19,41;75,19;3,91;65,38;6,02;90;5,12;64,71;16,56;83,64;1,05;42,86;17,14;32,5;0,07;0,9;0;0;0,15;0;0;1,81;58,33;2,41;43,75;0;0;0,45;0,3;2,26;86,67;0;;0;;0;0;0;0;;;0;;;0,15;0;0;1,51;0;0
Roberson;Mirassol;Red Bull Bragantino;CF;33;0;;15;600;1;3,55;1;0,89;23,1;33,77;Brazil;Brazil;direito;181;72;sim;2,7;5,25;45,71;4,05;22,22;0,15;0,28;0;0,15;0,28;2,85;1;0,15;0;0;1,95;0,15;1;0,15;0,53;0;0;16;2,4;43,75;6,25;0,15;0,75;20;0,3;0;0,45;33,33;0,15;2,25;20;8,55;31,58;4,05;0,3;0,45;16,95;1,35;2,25;21,15;80,14;3,45;60,87;7,8;96,15;4,8;78,13;19,95;81,95;0,45;100;11,8;6,79;0,13;0,9;0;0;0,45;66,67;0,3;1,35;44,44;1,05;42,86;0;0;0,75;0,15;1,8;66,67;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Rômulo;Criciúma;Londrina;RDMF;26;300000;2024-06-30;8;602;0;0,27;1;0,14;17,49;45,3;Brazil;Brazil;direito;182;78;sim;10,02;8,22;58,18;2,54;17,65;0,75;0,91;0,15;4,49;5,45;2,09;1;0,15;0;0;1,35;0;0;0;0,04;0;0;8;1,2;12,5;0;0,15;0,75;40;0,15;100;0,6;25;0;1,5;50;3,74;36;0,45;0,6;0,45;18,69;0;0,75;32,59;80,28;11,51;72,73;3,74;84;12,41;86,75;28,26;85,19;3,59;50;19,95;34,32;0,02;0,6;0;0;0,45;33,33;0,15;6,28;78,57;1,5;60;0,45;33,33;0,6;0,3;8,07;75,93;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Cléo Silva;Grêmio Novorizontino;Operário PR;RAMF, RW, LAMF;32;150000;2022-12-31;13;605;0;0,44;0;0,3;27,67;36,56;Brazil;Brazil;direito;171;68;sim;5,06;6,69;55,56;5,36;25;0;0;0;1,34;1,85;1,79;0;0;0;0;2,23;0;0;0;0,07;0;0;6;0,89;16,67;0;0;1,19;25;0,3;0;0,89;33,33;0,15;3,12;52,38;10,41;32,86;1,34;0,89;1,19;14,73;1,93;1,64;22,31;80;6,4;74,42;4,91;90,91;5,21;74,29;19,93;83,58;1,34;66,67;16,45;20,97;0,04;0,74;0;0;0,15;100;0,15;2,83;84,21;1,49;50;0,15;100;0,74;0,3;3,57;62,5;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Geovane;Mirassol;América Mineiro;LCMF, LW;24;0;2024-05-31;17;605;1;0,31;0;0,22;22,61;46,71;Brazil;Brazil;esquerdo;170;70;sim;8,63;8,48;59,65;1,64;45,45;0,3;0,45;0,3;3,27;4,93;1,93;1;0,15;0;0;3,12;0,15;1;0,15;0,05;0;0;9;1,34;44,44;11,111;0;1,79;33,33;1,49;20;0,3;100;0;3,87;42,31;9,67;40;0,89;0,89;0,74;21,12;1,19;2,08;29,16;78,57;10,41;70;2,98;90;10,56;90,14;24,4;85,37;2,98;50;18,62;19,16;0,03;0,89;0;0;1,04;28,57;0,45;5,8;61,54;1,93;53,85;0,6;0;0,6;0,6;4,91;81,82;0;;0;;0;0;0;0;;;0,15;;;0,3;0;0;1,04;0;0
