Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
Feijão;São Bernardo;São Bento;LCMF, DMF;28;0;;2;158;0;0;0;0,01;14,24;48;Brazil;Brazil;direito;179;75;sim;8,54;7,41;53,85;3,42;33,33;0;0;1,71;4,56;5,71;1,71;0;0;0;0;0,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,14;50;1,71;33,33;0;0,57;0,57;9,11;0;0;23,35;80,49;11,39;65;1,71;100;6,27;100;21,08;83,78;2,28;50;18,38;31,7;0,01;0,57;0;0;0;0;0;3,42;66,67;0;0;0;0;0;0;4,56;62,5;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Igor Paixão;Feyenoord;Coritiba;RW, LAMF, RAMF;22;6000000;2027-06-30;6;162;0;0,23;0;0;22,22;45;Brazil;Brazil;direito;167;63;sim;6,67;7,22;53,85;2,78;20;0,56;0,88;0;2,22;3,53;0,56;0;0;0;0;5;0;0;0;0,13;0;0;3;1,67;33,33;0;0;2,22;25;0,56;100;1,67;0;0,56;4,44;87,5;8,89;50;0,56;2,78;1,11;10;0,56;1,67;17,78;78,13;1,67;33,33;6,11;100;5;55,56;15,56;85,71;0,56;0;13,94;8,33;0;0;0;0;0;0;0;0,56;100;1,11;0;0;0;0;0;1,67;66,67;0;;0;;0;0;0;0;;;0,56;;;0;0;0;0,56;0;0
Ademir;Atlético Mineiro;América Mineiro;RW, RAMF;27;4500000;2024-12-31;9;163;1;0,64;1;1,4;29,82;57,41;Brazil;Brazil;esquerdo;172;65;sim;7,73;6,63;58,33;1,1;0;0,55;0,86;0,55;3,31;5,14;1,66;0;0;0;0;8,83;0,55;1;0,55;0,36;0;0;8;4,42;25;12,5;0,55;6,07;27,27;0;0;5,52;30;1,1;8,28;73,33;17,67;56,25;6,07;2,21;1,66;14,91;4,97;4,42;27,06;71,43;2,76;60;3,31;83,33;14,36;73,08;19,33;85,71;1,66;66,67;19,71;11,29;0,77;1,66;0;0;0;0;1,66;2,76;60;6,07;45,45;0,55;100;2,21;2,21;4,42;75;0;;0;;0;0;0;0;;;0;;;0;0;0;1,1;0;0
Juninho;PSS Sleman;Figueirense;LW, RW, LAMF;26;175000;;7;166;0;0,22;0;0,1;39,04;43,06;Brazil;Brazil;direito;170;72;sim;9,76;9,76;50;5,96;36,36;2,17;2,86;0;2,71;3,57;2,17;0;0;0;0;6,51;0;0;0;0,12;0;0;6;3,25;16,67;0;0;1,63;33,33;0,54;0;0,54;0;0,54;8,67;50;20,6;39,47;1,08;1,63;0,54;13,01;1,08;2,17;23,86;70,45;5,96;36,36;5,42;80;6,51;66,67;20,06;75,68;2,17;50;16,35;13,91;0,05;0,54;0;0;2,71;40;0,54;2,71;60;3,25;16,67;2,17;0;0,54;0,54;1,63;66,67;0;;0;;0;0;0;0;;;1,08;;;0,54;0,54;0;0;0;0
Elias;Atibaia;Brasil de Pelotas;RWF, LAMF, LW;28;0;;6;169;0;0;0;0,07;33,02;29,03;Brazil;Brazil;direito;169;62;sim;9,05;7,99;53,33;5,86;9,09;1,6;2,31;0;3,2;4,62;4,26;1;0,53;0;0;3,73;0;0;0;0;0;0;0;0;0;0;0;2,66;20;0,53;100;2,13;0;0;10,12;31,58;15,98;26,67;0;4,26;3,73;12,78;0,53;2,13;23,43;77,27;2,13;50;5,86;100;11,18;76,19;19,17;88,89;1,6;33,33;20,34;14,45;0,04;1,07;0;0;0;0;0;2,13;75;1,07;50;0;0;0;0,53;3,2;66,67;0;;0;;0;0;0;0;;;0;;;0,53;0;0;0,53;0;0
Renner;Grêmio Prudente;Figueirense;LB;22;0;;3;170;0;0,13;0;0,07;16,94;50;Brazil;Brazil;esquerdo;0;0;sim;10,59;7,94;73,33;3,18;50;0;0;0;4,76;7,3;1,06;0;0;0;0;3,71;0;0;0;0,07;0;0;1;0,53;0;0;0;5,29;70;5,29;70;0;0;0,53;1,59;0;4,24;12,5;2,12;1,59;1,59;38,65;3,71;0,53;46,59;86,36;15,35;89,66;11,65;95,45;12,18;82,61;38,65;89,04;3,18;66,67;17,25;36,73;0,04;0,53;0;0;0;0;0,53;4,76;88,89;3,18;83,33;0;0;0;3,71;7,94;73,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Serginho Paulista;Campinense;Operário PR;RDMF, RCMF;33;0;;2;172;0;0;0;0;21,98;40,48;Brazil;Brazil;direito;177;76;sim;12,56;13,6;46,15;4,19;25;2,09;2,35;0;4,19;4,71;2,62;2;1,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52;0;0;0;0,52;0;0,52;0;0;1,05;0;0;0;0;12,03;0,52;0;27,21;61,54;14,13;40,74;3,14;100;6,8;76,92;23,02;65,91;3,66;42,86;19,58;35,37;0;0;0;0;0,52;0;0;6,8;30,77;0,52;0;0,52;0;0;0;7,33;71,43;0;;0;;0;0;0;0;;;0,52;;;0;0;0;0;0;0
Paulo Henrique;Villa Nova;São Bento;LAMF, LW, LWF;25;0;;3;179;0;0,26;0;0,13;26,65;49,06;Brazil;Brazil;direito;0;0;sim;5,53;6,03;41,67;3,52;57,14;0,5;0,88;0;2,51;4,41;2,51;0;0;0;0;8,04;0;0;0;0,13;0;0;8;4,02;12,5;0;0;2,51;60;2,51;60;0;0;0;7,04;85,71;14,08;50;2,51;1,01;1,01;23,13;2,01;1,01;31,17;70,97;10,06;60;6,54;92,31;10,56;80,95;26,15;75;2,51;40;18,54;29,99;0,06;1,51;0;0;1,51;0;0,5;4,53;55,56;3,52;42,86;1,51;0;0;2,01;5,53;63,64;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Douglas Baggio;Grêmio Novorizontino;Brasil de Pelotas;CF, LAMF, LWF;27;500000;2023-11-30;6;179;0;0,2;0;0,03;48,27;47,92;Brazil;Brazil;direito;172;68;sim;10,06;10,06;80;9,55;47,37;1,01;1,54;0;1,01;1,54;0;0;0;0;0;4,53;0;0;0;0,1;0;0;6;3,02;0;0;0;2,51;20;1,51;33,33;1,01;0;0;9,05;44,44;20,61;41,46;4,53;1,51;1,51;15,59;1,51;4,53;22,63;71,11;4,02;87,5;4,02;75;8,04;75;20,11;77,5;0;0;16,5;0;0,01;1,01;0;0;0;0;1,01;2,01;100;1,01;50;0;0;0;0,5;1,51;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Juninho Vieira;Chaves;Vila Nova;CF, RAMF, LW;25;200000;2023-06-30;5;179;1;1,15;0;0,01;39,22;30,77;Brazil;Brazil;direito;179;74;sim;4,02;4,02;75;6,03;25;0,5;0,64;0;0,5;0,64;2,01;0;0;0;0;4,02;0,5;1;0,5;0,58;0;0;5;2,51;40;20;0;1,51;0;0,5;0;1,01;0;0;8,55;35,29;24,64;26,53;1,51;2,51;1,51;9,55;0;2,51;15,59;87,1;1,01;100;5,53;100;4,53;77,78;14,08;96,43;0;0;13,43;0;0;0,5;0;0;0;0;0;0,5;100;1,01;0;0;0;0,5;0;1,01;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Ceará;;Criciúma;CF, RAMF, LAMF;24;0;;4;184;0;0;0;0,04;22,5;39,13;Brazil;Brazil;direito;169;74;sim;4,4;4,89;40;2,45;0;0;0;0;2,45;4,69;1,47;2;0,98;0;0;5,38;0;0;0;0;0;0;0;0;0;0;0;3,91;25;2,45;20;1,47;33,33;0,49;7,34;60;12,72;50;1,47;2,45;1,96;14,18;0,98;2,93;24,95;82,35;4,4;77,78;4,89;100;8,32;94,12;21,03;93,02;0;0;22,17;0;0,02;0,49;0;0;0;0;0;0,98;100;1,47;33,33;0;0;0;1,47;1,47;66,67;0;;0;;0;0;0;0;;;0;;;0;0;0;0,49;0;0
Egon;Atlético Cajazeirense;Oeste;LCB;32;0;;2;190;0;0,67;0;0;19,42;58,54;Brazil;Brazil;esquerdo;190;81;sim;9,95;6,16;61,54;9;57,89;0;0;1,42;6,16;8,3;0,95;0;0;0;0;1,89;0;0;0;0,32;0;0;5;2,37;40;0;0;0;0;0;0;0;0;0;0,95;100;2,37;40;1,89;0;0;22,26;0;0,47;39,32;86,75;18,95;72,5;0,95;100;14,21;100;29,37;90,32;9,95;76,19;21,73;33,56;0;0;0;0;0;0;0;3,79;75;0,47;100;0;0;0,47;0;9,47;80;0;;0;;0;0;0;0;;;0,95;;;0;0;0;0;0;0
Patrick William;Rio Ave;Vila Nova;LCB;25;1000000;2025-06-30;2;191;0;0,03;0;0;12,72;48,15;Brazil;Brazil;direito;186;80;sim;4,71;3,77;37,5;5,65;41,67;0,47;0,65;0;2,83;3,91;0,94;1;0,47;0;0;1,41;0;0;0;0,01;0;0;2;0,94;0;0;0;0;0;0;0;0;0;0;1,41;100;1,88;75;0;1,41;0;41,47;0;0;55,13;90,6;26,39;83,93;4,24;100;22,15;100;46,65;93,94;8,48;72,22;24,54;36,93;0;0;0;0,47;0;0;0;7,07;86,67;0,94;0;0,47;0;0;0;14,14;83,33;0;;0;;0;0;0;0;;;3,3;;;0,47;0,47;0;0;0;0
Fernando Leal;;América Mineiro;GK;39;0;;2;193;0;0;0;0;1,4;100;Brazil;Brazil;direito;190;85;sim;2,33;0,47;100;0,93;100;0;0;0;1,87;3,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,06;0;0,47;20,52;90,91;15,39;90,91;0;0;4,66;90;12,12;100;8,39;77,78;37,11;55,59;0;0;0;0;0;0;0;4,2;77,78;0,47;0;0;0;0;0;6,99;93,33;2;0,93;6;2,8;0;66,67;1,44;0,67;-0,56;-0,261;0;1,4;0,93;;;;0;0;0
Matheuzinho;Caxias;Figueirense;RW, RWF;24;0;;4;193;0;0,15;0;0;20,98;37,78;Brazil;Brazil;direito;165;60;sim;6,53;5,6;58,33;1,87;25;0,47;0,56;0;2,8;3,33;1,87;0;0;0;0;3,26;0;0;0;0,07;0;0;4;1,87;25;0;0;3,26;0;0;0;3,26;0;0;5,6;50;11,19;37,5;1,4;0,93;1,87;20,05;0,93;1,87;26,58;75,44;6,06;76,92;7,93;88,24;7,46;56,25;22,38;89,58;1,4;0;17,31;18,97;0;0;0;0;0,47;0;0;1,4;66,67;1,87;0;0,93;0;0;0;3,73;62,5;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Alef;Khon Kaen United;Cuiabá;LCB;28;300000;2023-05-31;2;193;0;0;0;0;16,32;62,86;Brazil;Brazil;esquerdo;186;80;sim;7,46;4,66;70;8,39;61,11;0,47;0,71;0,93;3,73;5,71;0,93;1;0,47;0;0;0,47;0;0;0;0;0;0;0;0;0;0;0;0,47;0;0,47;0;0;0;0;0,47;100;1,4;66,67;0,47;0;0,47;27,51;0;1,4;41,97;84,44;21,92;76,6;0,47;100;14,92;96,88;31,71;92,65;9,79;61,9;22,23;36,5;0;0;0;0;0;0;0;7,46;68,75;0;0;0;0;0;0;8,86;78,95;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
João Cubas;Santos B;América Mineiro;LCB;21;0;;2;194;1;0,43;0;0;14,85;56,25;Brazil;Brazil;esquerdo;183;77;sim;10,67;5,1;72,73;6,49;50;0,46;0,65;0,46;6,49;9,13;1,86;0;0;0;0;0,93;0,46;1;0,46;0,2;1;0,46;2;0,93;100;50;0;0;0;0;0;0;0;0;0;0;0,46;0;2,78;0;0;19,48;0;0;37,11;83,75;15,31;75,76;0;0;13,45;93,1;33,4;90,28;3,71;25;19,5;32,12;0;0;0;0;0;0;0;6,03;53,85;0;0;0;0;0;0;9,28;65;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Alison;São Bento;Oeste;RB;28;0;;3;194;0;0;0;0;19,95;44,19;Brazil;Brazil;;173;0;sim;14,38;11,6;48;3,25;71,43;1,86;2,86;0;6,96;10,71;0,93;1;0,46;0;0;2,78;0;0;0;0;0;0;0;0;0;0;0;2,78;66,67;0;0;2,78;66,67;0,46;1,39;0;5,1;18,18;0;1,39;0,93;25,52;0,46;0,93;35,72;77,92;11,6;72;3,71;100;12,99;78,57;31,55;82,35;2,32;40;15,46;24,99;0;0,46;0;0;0,93;100;0;4,64;80;2,78;50;0,93;50;0,46;0,93;7,89;70,59;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Odilávio;Retrô;Figueirense;CF, AMF;25;50000;2022-12-31;6;195;1;0,18;0;0;27,69;35;Brazil;Brazil;direito;180;72;sim;4,62;4,15;33,33;9,69;38,1;0,92;1,46;0;2,31;3,66;2,31;0;0;0;0;2,77;0,46;1;0,46;0,08;0;0;3;1,38;33,33;33,333;0;0,92;100;0,92;100;0;0;0;3,23;28,57;7,85;23,53;1,38;0;0;11,54;0,46;2,31;17,54;73,68;6,46;57,14;2,31;80;3,69;87,5;15,69;76,47;0,92;0;13,63;10,28;0;0;0;0;0,92;50;0;2,31;60;1,85;75;1,38;33,33;0;0,92;1,85;75;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Hélder;Brasil de Pelotas;Londrina;RB;33;200000;;2;195;0;0;0;0;22,15;60,42;Brazil;Brazil;direito;177;77;sim;11,08;6,92;60;5,08;90,91;0,46;0,68;0,46;6,46;9,55;0,92;1;0,46;0;0;2,31;0;0;0;0;0;0;0;0;0;0;0;3,23;28,57;0;0;3,23;28,57;0;3,69;37,5;6,46;50;0;0,92;0,92;22,62;0,46;2,31;29,54;57,81;12,46;40,74;2,31;80;10,62;82,61;21,23;65,22;5,08;45,45;20,12;30,19;0;0;0;0;0,46;0;0;6,46;42,86;2,77;33,33;0,46;0;0;0,92;7,38;62,5;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Dedé;Tuna Luso;Vitória;RCB;26;0;;3;196;0;0,29;0;0;15,61;55,88;Brazil;Brazil;direito;190;97;sim;11,02;6,43;57,14;5,51;58,33;1,38;1,53;0;5,97;6,61;0,46;0;0;0;0;1,38;0;0;0;0,13;0;0;2;0,92;50;0;0;0,46;100;0;0;0,46;100;0;0,46;100;1,38;66,67;0,92;0;0,46;13,78;0;0,46;28,47;74,19;15,15;63,64;2,76;100;8,72;89,47;22,96;82;5,05;36,36;16,53;26,89;0;0;0;0;0;0;0;6,43;50;0,46;100;0;0;0;0,46;7,81;70,59;0;;0;;0;0;0;0;;;1,84;;;0;0;0;0;0;0
Gabriel Baralhas;Atlético GO;Red Bull Bragantino;DMF, RCMF;23;800000;2024-06-30;3;196;0;0,04;0;0,01;15,61;47,06;Brazil;Brazil;direito;178;73;sim;8,27;8,72;42,11;1,38;33,33;1,38;1,76;0;3,21;4,12;0,92;0;0;0;0;1,38;0;0;0;0,02;0;0;3;1,38;33,33;0;0;0;0;0;0;0;0;0;1,38;66,67;2,3;60;0;0;0;39,03;0;0,92;51,43;90,18;14,69;87,5;4,59;90;26,17;91,23;47,3;94,17;4,13;44,44;16,75;26,93;0,01;0,46;0;0;0;0;0;6,89;80;0;0;0;0;0;0;6,43;78,57;0;;0;;0;0;0;0;;;0,46;;;0;0;0;0;0;0
Osman;Mirassol;Red Bull Bragantino;LW, RW, RB;29;0;2022-10-09;2;196;0;0,1;2;1,25;32,6;39,44;Brazil;Brazil;direito;179;72;sim;7,81;5,97;15,38;6,89;53,33;0;0;0;6,89;12,16;3,21;1;0,46;0;0;4,59;0;0;0;0,05;0;0;2;0,92;0;0;0,92;3,67;25;0;0;3,67;25;0,92;5,05;72,73;12,4;44,44;2,3;2,76;0,46;26,17;2,76;2,76;43,16;71,28;18,83;60,98;7,81;76,47;12,4;85,19;34,9;78,95;4,59;50;20,05;44,56;0,57;2,76;0;0;0;0;0,92;8,27;72,22;3,67;37,5;0,46;0;1,38;0,92;11,02;66,67;0;;0;;0;0;0;0;;;0;;;0;0;0;3,67;0;0
Julio Rusch;Manaus;Coritiba;LB, LDMF, LW;24;50000;2022-11-30;5;198;0;0;0;0,11;19,09;40,48;Brazil;Brazil;esquerdo;170;71;sim;9,55;5,91;53,85;5,91;30,77;0;0;0,91;6,36;7,37;2,27;0;0;0;0;0,91;0;0;0;0;0;0;0;0;0;0;0;3,64;25;3,18;28,57;0,45;0;1,36;0,45;0;4,09;33,33;0,45;0,45;0;22,27;0,91;0;29,55;69,23;10;50;5;100;11,82;73,08;21,82;83,33;4,09;33,33;19,42;35,6;0,05;0,91;0,45;0;0,45;0;0;3,64;37,5;4,09;33,33;0;0;0;1,36;6,36;42,86;0;;0;;0;0;0;0;;;0,45;;;0,45;0;0;2,73;0;0
Josiel;Ponte Preta;Cuiabá;CF;23;150000;;3;198;0;0,13;0;0,04;27,73;29,51;Brazil;Brazil;direito;0;0;sim;5,45;5,45;50;11,82;26,92;0;0;0;2,73;3,33;2,27;0;0;0;0;1,36;0;0;0;0,06;0;0;2;0,91;50;0;0;0,45;0;0;0;0,45;0;0;1,36;66,67;6,36;28,57;3,18;0,45;0;13,18;0,91;0,91;21,82;75;5;45,45;9,09;95;4,09;88,89;21,36;76,6;0;0;16,84;0;0,02;0,45;0;0;0,45;0;0;2,27;20;1,36;33,33;0,45;0;0,45;0;0,91;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Gustavo Salomão;Vitória;Oeste;LB;24;0;;2;199;0;0,05;0;0;22,61;52;Brazil;Brazil;esquerdo;184;80;sim;10,85;10,85;45,83;3,17;28,57;1,36;1,84;0;4,52;6,12;3,62;0;0;0;0;2,71;0;0;0;0,02;0;0;3;1,36;0;0;0;3,62;12,5;3,62;12,5;0;0;0,9;3,62;62,5;5,43;58,33;0,9;3,62;0;12,66;0,45;1,36;24,87;69,09;8,59;73,68;4,07;100;9,5;66,67;17,19;86,84;4,97;36,36;23,24;39,26;0;0;0;0;0;0;0;4,52;80;2,26;20;0;0;0;0,45;5,88;53,85;0;;0;;0;0;0;0;;;0,45;;;0;0;0;0;0;0
C. Monteiro;Nova Venécia;Paraná;LAMF;25;300000;;6;201;0;0,32;0;0,02;29,1;44,62;Brazil;Brazil;direito;177;67;sim;6,72;7,16;68,75;4,93;36,36;0;0;0;1,79;2,93;1,34;0;0;0;0;4,03;0;0;0;0,14;0;0;5;2,24;20;0;0;1,34;0;0,9;0;0,45;0;0;7,16;50;14,78;36,36;2,24;3,13;3,13;24,63;1,79;1,79;31,34;81,43;8,51;84,21;7,61;94,12;8,96;80;28,66;85,94;1,34;66,67;18,81;22,41;0,01;0,9;0;0;0,9;0;0;4,03;77,78;1,79;25;0,9;0;0,45;0;2,69;83,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0,9;0;0
Thalles;;Ponte Preta;CF;26;0;;3;202;0;1,05;0;0,02;21,83;24,49;Brazil;Brazil;direito;185;93;sim;2,23;2,67;16,67;6,24;35,71;0,45;0,71;0;1,34;2,14;0,89;1;0,45;0;0;0,45;0;0;0;0,47;0;0;4;1,78;0;0;0;0,45;0;0;0;0,45;0;0;1,78;0;11,14;16;0,89;0,45;0,45;10,69;1,34;1,34;15,15;85,29;2,67;100;5,35;75;5,79;84,62;12,92;86,21;1,78;100;14,35;22,92;0,01;0,89;0;0;0,45;100;0;0,89;100;1,34;66,67;0,45;100;0,89;0;1,78;75;0;;0;;0;0;0;0;;;0;;;0;0;0;0;1;0
Welliton;Red Bull Bragantino;Oeste;RAMF, AMF;22;150000;2024-12-31;6;202;0;0,02;0;0,04;27,18;32,79;Brazil;Brazil;esquerdo;180;72;sim;4,01;6,68;33,33;2,23;20;0;0;0;1,78;2,55;1,78;0;0;0;0;3,56;0;0;0;0,01;0;0;1;0,45;100;0;0;0,45;0;0,45;0;0;0;0,45;7,57;41,18;14,26;34,38;0,89;1,78;1,34;9,8;0,89;1,78;16,04;86,11;4,46;80;3,56;100;5,35;75;14,7;90,91;0,89;50;10,42;3,47;0,02;0,89;0;0;0,45;0;0;1,34;100;1,78;50;0,45;0;0,89;0;0,89;50;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
F. Batista;Necaxa;Ponte Preta;CF, AMF;23;1000000;2023-06-30;4;205;0;0,84;0;0;28,1;37,5;Uruguay;Uruguay;direito;182;73;sim;2,63;3,95;44,44;7,9;27,78;0;0;0;0,88;1,22;3,07;1;0,44;0;0;3,51;0;0;0;0,37;0;0;5;2,2;60;0;0;0,44;0;0,44;0;0;0;0;3,51;62,5;14,05;43,75;2,63;0,88;0,44;5,27;0,88;3,07;10,54;87,5;0,88;0;3,07;100;4,39;90;10,1;91,3;0;0;15,82;0;0;0;0;0;0;0;0;1,76;50;0,44;0;0;0;0,44;0;0,44;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Guilherme Costa;;CRB;AMF, RAMF, CF;27;250000;;5;211;0;0,07;0;0,11;30,28;28,17;Brazil;Brazil;esquerdo;176;76;sim;4,27;7,25;23,53;6,82;37,5;0;0;0,43;2,56;3,33;3,41;1;0,43;0;0;2,56;0;0;0;0,03;0;0;5;2,13;20;0;0;0,85;50;0,85;50;0;0;0;1,71;50;10,66;28;2,13;1,28;1,28;21,75;0,85;2,56;30,71;80,56;11,52;74,07;3,84;88,89;7,68;88,89;28,58;82,09;1,71;75;16,22;13,55;0,05;1,28;0;0;1,71;50;0;5,12;75;0,85;50;0,85;0;1,28;0;5,55;61,54;0;;0;;0;0;0;0;;;0;;;1,28;0,43;0;0,85;0;0
Leonan;Remo;Botafogo SP;AMF, LCMF;26;0;;5;218;0;0,01;1;0,55;20,64;56;Brazil;Brazil;ambos;174;64;sim;5,37;7,84;57,89;2,06;80;0;0;0,41;0,83;1,02;2,06;0;0;0;0;4,13;0;0;0;0,01;0;0;2;0,83;0;0;0,41;3,72;33,33;2,89;42,86;0,83;0;1,24;4,95;58,33;8,26;45;0;1,24;0,83;18,17;0,41;2,06;26,42;73,44;7,02;70,59;6,19;100;5,78;57,14;21,06;84,31;1,65;25;18,7;33,14;0,23;2,06;0;0;0,83;0;0,83;2,89;57,14;4,13;50;0,83;0;0,41;1,65;2,89;85,71;0;;0;;0;0;0;0;;;0;;;2,06;0;0;5,78;0;0
Jonathan Bocão;Confiança;Vitória;RB, RWB;29;250000;;4;223;0;0,2;0;0,05;20,58;52,94;Brazil;Brazil;direito;164;64;sim;8,88;5,65;57,14;5,65;50;1,61;1,97;0;4,04;4,92;1,21;0;0;0;0;4,04;0;0;0;0,08;0;0;2;0,81;100;0;0;4,04;40;0;0;4,04;40;0,81;2,02;80;4,84;75;0,4;0,81;1,21;17,76;2,83;1,61;27,85;68,12;10,09;68;4,44;90,91;6,46;62,5;22,2;72,73;2,02;80;12,67;22,78;0,02;0,4;0;0;0;0;0,4;4,84;66,67;4,04;60;0;0;0,4;2,02;6,86;64,71;0;;0;;0;0;0;0;;;0;;;0;0;0;0,81;0;0
Alex Maranhão;Barra;Ponte Preta;LCMF, AMF, LDMF;36;0;;11;225;1;0,27;1;1,08;16,4;41,46;Brazil;Brazil;esquerdo;172;67;sim;4;6,8;47,06;2,8;42,86;0;0;0;0,8;1,88;2,4;1;0,4;0;0;2,8;0,4;1;0,4;0,11;0;0;10;4;30;10;0,4;1,6;50;1,6;50;0;0;0;0,8;100;4,8;50;0;1,2;0;28,8;0,8;1,6;36;87,78;11,2;78,57;2,8;100;19,6;89,8;28,8;94,44;5,6;64,29;21,37;22,43;0,43;2,4;0;0;0;0;0,8;8,8;86,36;2,8;71,43;0,8;50;1,2;0,8;6,4;93,75;0;;0;;0;0;0;0;;;0;;;8,8;2;40;2;0;0
Felipe Alves;Lagarto;Operário PR;CF;31;0;;6;226;0;0,37;0;0,02;21,9;38,18;Brazil;Brazil;direito;180;69;sim;3,58;2,79;71,43;7,57;21,05;0;0;0;1,59;2,5;1,19;1;0,4;0;0;3,98;0;0;0;0,15;0;0;4;1,59;25;0;0;2,79;42,86;1,59;50;1,19;33,33;0;3,19;62,5;8,76;45,45;2,39;1,19;0,8;13,14;1,19;1,59;19,12;83,33;3,98;90;4,38;100;7,57;73,68;14,73;94,59;1,99;40;21,13;22,89;0,01;0,4;0;0;0,4;100;0;3,19;87,5;2,79;57,14;0,8;50;0,4;1,19;3,58;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Renanzinho;XV de Piracicaba;Guarani;LAMF, RW, RAMF;21;0;2023-04-30;11;226;0;0,63;0;0,6;25,09;41,27;Brazil;Brazil;direito;174;0;sim;4,78;6,77;64,71;0,8;0;0;0;0;0,4;0,75;1,59;0;0;0;0;6,37;0;0;0;0,25;0;0;5;1,99;40;0;0;1,99;20;0,4;0;1,59;25;0;9,16;52,17;13,94;40;2,79;2,39;0,8;17,92;1,19;1,99;23,1;81,03;3,58;66,67;6,77;94,12;5,97;86,67;19,51;91,84;1,59;25;15,6;8,08;0,24;1,59;0;0;0,4;100;0,8;0,4;100;1,59;25;0;0;0,4;0,4;2,39;50;0;;0;;0;0;0;0;;;0;;;1,19;0;0;2,79;0;0
